,dt,new_users_count,day_after_install,retained_users_count,retention
5725,2020-04-05,21259,37.0,392.0,0.018439249259137307
5726,2020-04-05,21259,38.0,359.0,0.01688696552048544
5727,2020-04-05,21259,39.0,369.0,0.017357354532198128
5728,2020-04-05,21259,40.0,339.0,0.015946187497060067
5729,2020-04-05,21259,41.0,330.0,0.015522837386518652
5730,2020-04-05,21259,42.0,321.0,0.015099487275977232
5731,2020-04-05,21259,43.0,286.0,0.013453125734982831
5732,2020-04-05,21259,44.0,312.0,0.014676137165435815
5733,2020-04-05,21259,45.0,280.0,0.013170892327955219
5734,2020-04-05,21259,46.0,246.0,0.011571569688132085
5735,2020-04-05,21259,47.0,271.0,0.012747542217413801
5736,2020-04-05,21259,48.0,252.0,0.011853803095159697
5737,2020-04-05,21259,49.0,234.0,0.01100710287407686
5738,2020-04-05,21259,50.0,233.0,0.010960063972905594
5739,2020-04-05,21259,51.0,227.0,0.010677830565877981
5740,2020-04-05,21259,52.0,218.0,0.010254480455336563
5741,2020-04-05,21259,53.0,179.0,0.008419963309657087
5742,2020-04-05,21259,54.0,200.0,0.009407780234253729
5743,2020-04-05,21259,55.0,196.0,0.009219624629568653
5744,2020-04-05,21259,56.0,174.0,0.008184768803800743
5745,2020-04-05,21259,57.0,178.0,0.008372924408485818
5746,2020-04-05,21259,58.0,169.0,0.0079495742979444
5747,2020-04-05,21259,59.0,179.0,0.008419963309657087
5748,2020-04-05,21259,60.0,172.0,0.008090691001458206
5749,2020-04-05,21259,61.0,191.0,0.00898443012371231
5750,2020-04-05,21259,62.0,174.0,0.008184768803800743
5751,2020-04-05,21259,63.0,175.0,0.008231807704972012
5752,2020-04-05,21259,64.0,154.0,0.007243990780375371
5753,2020-04-05,21259,65.0,136.0,0.006397290559292535
5754,2020-04-05,21259,66.0,136.0,0.006397290559292535
5755,2020-04-05,21259,67.0,130.0,0.006115057152264923
5756,2020-04-05,21259,68.0,136.0,0.006397290559292535
5757,2020-04-05,21259,69.0,148.0,0.006961757373347759
5758,2020-04-05,21259,70.0,124.0,0.005832823745237311
5759,2020-04-05,21259,71.0,124.0,0.005832823745237311
5760,2020-04-05,21259,72.0,129.0,0.006068018251093654
5761,2020-04-05,21259,73.0,106.0,0.004986123524154475
5762,2020-04-05,21259,74.0,98.0,0.004609812314784327
5763,2020-04-05,21259,75.0,116.0,0.0054565125358671624
5764,2020-04-05,21259,76.0,101.0,0.004750929018298132
5765,2020-04-05,21259,77.0,102.0,0.004797967919469401
5766,2020-04-05,21259,78.0,105.0,0.004939084622983207
5767,2020-04-05,21259,79.0,105.0,0.004939084622983207
5768,2020-04-05,21259,80.0,87.0,0.004092384401900372
5769,2020-04-05,21259,81.0,96.0,0.004515734512441789
5770,2020-04-05,21259,82.0,94.0,0.004421656710099252
5771,2020-04-05,21259,83.0,125.0,0.00587986264640858
5772,2020-04-05,21259,84.0,103.0,0.00484500682064067
5773,2020-04-05,21259,85.0,87.0,0.004092384401900372
5774,2020-04-05,21259,86.0,82.0,0.0038571898960440285
5775,2020-04-05,21259,87.0,50.0,0.002351945058563432
5776,2020-04-06,21186,1.0,10472.0,0.49428868120456904
5777,2020-04-06,21186,2.0,7045.0,0.33253091664306617
5778,2020-04-06,21186,3.0,5254.0,0.2479939582743321
5779,2020-04-06,21186,4.0,3954.0,0.18663268195978477
5780,2020-04-06,21186,5.0,3246.0,0.15321438685924668
5781,2020-04-06,21186,6.0,2699.0,0.12739544982535636
5782,2020-04-06,21186,7.0,2322.0,0.10960067969413764
5783,2020-04-06,21186,8.0,1987.0,0.0937883507976966
5784,2020-04-06,21186,9.0,1731.0,0.08170489946190881
5785,2020-04-06,21186,10.0,1511.0,0.07132068347021618
5786,2020-04-06,21186,11.0,1413.0,0.06669498725573492
5787,2020-04-06,21186,12.0,1274.0,0.0601340507882564
5788,2020-04-06,21186,13.0,1176.0,0.055508354573775134
5789,2020-04-06,21186,14.0,1068.0,0.05041064854148966
5790,2020-04-06,21186,15.0,971.0,0.04583215330878882
5791,2020-04-06,21186,16.0,901.0,0.042528084584159354
5792,2020-04-06,21186,17.0,841.0,0.03969602567733409
5793,2020-04-06,21186,18.0,797.0,0.037619182478995566
5794,2020-04-06,21186,19.0,709.0,0.03346549608231851
5795,2020-04-06,21186,20.0,690.0,0.03256867742849051
5796,2020-04-06,21186,21.0,593.0,0.02799018219578967
5797,2020-04-06,21186,22.0,594.0,0.028037383177570093
5798,2020-04-06,21186,23.0,508.0,0.023978098744453884
5799,2020-04-06,21186,24.0,548.0,0.025866138015670725
5800,2020-04-06,21186,25.0,513.0,0.024214103653355988
5801,2020-04-06,21186,26.0,488.0,0.023034079108845463
5802,2020-04-06,21186,27.0,464.0,0.02190125554611536
5803,2020-04-06,21186,28.0,440.0,0.020768431983385256
5804,2020-04-06,21186,29.0,414.0,0.01954120645709431
5805,2020-04-06,21186,30.0,390.0,0.0184083828943642
5806,2020-04-06,21186,31.0,376.0,0.017747569149438307
5807,2020-04-06,21186,32.0,376.0,0.017747569149438307
5808,2020-04-06,21186,33.0,370.0,0.01746436325875578
5809,2020-04-06,21186,34.0,330.0,0.01557632398753894
5810,2020-04-06,21186,35.0,304.0,0.014349098461247994
5811,2020-04-06,21186,36.0,308.0,0.014537902388369679
5812,2020-04-06,21186,37.0,270.0,0.012744265080713678
5813,2020-04-06,21186,38.0,255.0,0.012036250354007363
5814,2020-04-06,21186,39.0,243.0,0.011469838572642312
5815,2020-04-06,21186,40.0,236.0,0.011139431700179364
5816,2020-04-06,21186,41.0,221.0,0.010431416973473048
5817,2020-04-06,21186,42.0,215.0,0.010148211082790522
5818,2020-04-06,21186,43.0,227.0,0.010714622864155575
5819,2020-04-06,21186,44.0,209.0,0.009865005192107996
5820,2020-04-06,21186,45.0,197.0,0.009298593410742944
5821,2020-04-06,21186,46.0,222.0,0.01047861795525347
5822,2020-04-06,21186,47.0,178.0,0.008401774756914945
5823,2020-04-06,21186,48.0,170.0,0.008024166902671576
5824,2020-04-06,21186,49.0,178.0,0.008401774756914945
5825,2020-04-06,21186,50.0,173.0,0.008165769848012839
5826,2020-04-06,21186,51.0,159.0,0.0075049561030869445
5827,2020-04-06,21186,52.0,159.0,0.0075049561030869445
5828,2020-04-06,21186,53.0,145.0,0.0068441423581610495
5829,2020-04-06,21186,54.0,156.0,0.0073633531577456815
5830,2020-04-06,21186,55.0,152.0,0.007174549230623997
5831,2020-04-06,21186,56.0,146.0,0.006891343339941471
5832,2020-04-06,21186,57.0,154.0,0.007268951194184839
5833,2020-04-06,21186,58.0,145.0,0.0068441423581610495
5834,2020-04-06,21186,59.0,120.0,0.005664117813650524
5835,2020-04-06,21186,60.0,133.0,0.006277730576795998
5836,2020-04-06,21186,61.0,117.0,0.0055225148683092605
5837,2020-04-06,21186,62.0,139.0,0.006560936467478524
5838,2020-04-06,21186,63.0,120.0,0.005664117813650524
5839,2020-04-06,21186,64.0,123.0,0.005805720758991787
5840,2020-04-06,21186,65.0,116.0,0.00547531388652884
5841,2020-04-06,21186,66.0,120.0,0.005664117813650524
5842,2020-04-06,21186,67.0,117.0,0.0055225148683092605
5843,2020-04-06,21186,68.0,97.0,0.0045784952327008405
5844,2020-04-06,21186,69.0,105.0,0.004956103086944209
5845,2020-04-06,21186,70.0,111.0,0.005239308977626735
5846,2020-04-06,21186,71.0,103.0,0.004861701123383366
5847,2020-04-06,21186,72.0,93.0,0.004389691305579156
5848,2020-04-06,21186,73.0,77.0,0.0036344755970924196
5849,2020-04-06,21186,74.0,88.0,0.004153686396677051
5850,2020-04-06,21186,75.0,83.0,0.0039176814877749455
5851,2020-04-06,21186,76.0,90.0,0.004248088360237893
5852,2020-04-06,21186,77.0,88.0,0.004153686396677051
5853,2020-04-06,21186,78.0,88.0,0.004153686396677051
5854,2020-04-06,21186,79.0,78.0,0.0036816765788728408
5855,2020-04-06,21186,80.0,78.0,0.0036816765788728408
5856,2020-04-06,21186,81.0,70.0,0.003304068724629472
5857,2020-04-06,21186,82.0,76.0,0.0035872746153119985
5858,2020-04-06,21186,83.0,78.0,0.0036816765788728408
5859,2020-04-06,21186,84.0,60.0,0.002832058906825262
5860,2020-04-06,21186,85.0,62.0,0.002926460870386104
5861,2020-04-06,21186,86.0,36.0,0.0016992353440951572
5862,2020-04-07,22427,1.0,11103.0,0.4950729031970393
5863,2020-04-07,22427,2.0,7310.0,0.32594640388817053
5864,2020-04-07,22427,3.0,5387.0,0.24020154278325234
5865,2020-04-07,22427,4.0,4220.0,0.1881660498506265
5866,2020-04-07,22427,5.0,3348.0,0.14928434476300886
5867,2020-04-07,22427,6.0,2872.0,0.12805992776563963
5868,2020-04-07,22427,7.0,2460.0,0.10968921389396709
5869,2020-04-07,22427,8.0,2150.0,0.09586658937887368
5870,2020-04-07,22427,9.0,1899.0,0.08467472243278192
5871,2020-04-07,22427,10.0,1666.0,0.07428545949079235
5872,2020-04-07,22427,11.0,1534.0,0.0683996967940429
5873,2020-04-07,22427,12.0,1427.0,0.06362866188076871
5874,2020-04-07,22427,13.0,1243.0,0.05542426539439069
5875,2020-04-07,22427,14.0,1168.0,0.052080082043964866
5876,2020-04-07,22427,15.0,1100.0,0.049048022472912116
5877,2020-04-07,22427,16.0,951.0,0.04240424488339947
5878,2020-04-07,22427,17.0,926.0,0.0412895170999242
5879,2020-04-07,22427,18.0,880.0,0.03923841797832969
5880,2020-04-07,22427,19.0,780.0,0.03477950684442859
5881,2020-04-07,22427,20.0,811.0,0.03616176929593793
5882,2020-04-07,22427,21.0,716.0,0.03192580371873189
5883,2020-04-07,22427,22.0,610.0,0.02719935791679672
5884,2020-04-07,22427,23.0,613.0,0.02733312525081375
5885,2020-04-07,22427,24.0,551.0,0.02456860034779507
5886,2020-04-07,22427,25.0,545.0,0.024301065679761
5887,2020-04-07,22427,26.0,516.0,0.023007981450929683
5888,2020-04-07,22427,27.0,495.0,0.02207161011281045
5889,2020-04-07,22427,28.0,467.0,0.020823114995318144
5890,2020-04-07,22427,29.0,452.0,0.020154278325232977
5891,2020-04-07,22427,30.0,410.0,0.018281535648994516
5892,2020-04-07,22427,31.0,434.0,0.01935167432113078
5893,2020-04-07,22427,32.0,402.0,0.017924822758282426
5894,2020-04-07,22427,33.0,385.0,0.01716680786551924
5895,2020-04-07,22427,34.0,346.0,0.01542783252329781
5896,2020-04-07,22427,35.0,355.0,0.01582913452534891
5897,2020-04-07,22427,36.0,325.0,0.01449146118517858
5898,2020-04-07,22427,37.0,317.0,0.014134748294466492
5899,2020-04-07,22427,38.0,323.0,0.014402282962500557
5900,2020-04-07,22427,39.0,326.0,0.01453605029651759
5901,2020-04-07,22427,40.0,288.0,0.012841664065635172
5902,2020-04-07,22427,41.0,290.0,0.012930842288313194
5903,2020-04-07,22427,42.0,270.0,0.012039060061532974
5904,2020-04-07,22427,43.0,264.0,0.011771525393498907
5905,2020-04-07,22427,44.0,240.0,0.010701386721362643
5906,2020-04-07,22427,45.0,250.0,0.011147277834752754
5907,2020-04-07,22427,46.0,249.0,0.011102688723413742
5908,2020-04-07,22427,47.0,240.0,0.010701386721362643
5909,2020-04-07,22427,48.0,224.0,0.009987960939938466
5910,2020-04-07,22427,49.0,190.0,0.008471931154412093
5911,2020-04-07,22427,50.0,205.0,0.009140767824497258
5912,2020-04-07,22427,51.0,209.0,0.009319124269853301
5913,2020-04-07,22427,52.0,194.0,0.008650287599768136
5914,2020-04-07,22427,53.0,208.0,0.00927453515851429
5915,2020-04-07,22427,54.0,185.0,0.008248985597717038
5916,2020-04-07,22427,55.0,171.0,0.007624738038970884
5917,2020-04-07,22427,56.0,175.0,0.0078030944843269275
5918,2020-04-07,22427,57.0,167.0,0.007446381593614839
5919,2020-04-07,22427,58.0,166.0,0.007401792482275829
5920,2020-04-07,22427,59.0,176.0,0.007847683595665938
5921,2020-04-07,22427,60.0,174.0,0.007758505372987916
5922,2020-04-07,22427,61.0,156.0,0.006955901368885718
5923,2020-04-07,22427,62.0,146.0,0.006510010255495608
5924,2020-04-07,22427,63.0,147.0,0.006554599366834619
5925,2020-04-07,22427,64.0,144.0,0.006420832032817586
5926,2020-04-07,22427,65.0,155.0,0.006911312257546707
5927,2020-04-07,22427,66.0,134.0,0.005974940919427476
5928,2020-04-07,22427,67.0,148.0,0.00659918847817363
5929,2020-04-07,22427,68.0,127.0,0.005662817140054398
5930,2020-04-07,22427,69.0,109.0,0.0048602131359522
5931,2020-04-07,22427,70.0,112.0,0.004993980469969233
5932,2020-04-07,22427,71.0,105.0,0.0046818566905961565
5933,2020-04-07,22427,72.0,121.0,0.005395282472020333
5934,2020-04-07,22427,73.0,111.0,0.004949391358630223
5935,2020-04-07,22427,74.0,105.0,0.0046818566905961565
5936,2020-04-07,22427,75.0,99.0,0.00441432202256209
5937,2020-04-07,22427,76.0,104.0,0.004637267579257145
5938,2020-04-07,22427,77.0,85.0,0.0037900744638159362
5939,2020-04-07,22427,78.0,93.0,0.004146787354528024
5940,2020-04-07,22427,79.0,96.0,0.0042805546885450576
5941,2020-04-07,22427,80.0,110.0,0.004904802247291212
5942,2020-04-07,22427,81.0,122.0,0.005439871583359343
5943,2020-04-07,22427,82.0,96.0,0.0042805546885450576
5944,2020-04-07,22427,83.0,101.0,0.004503500245240113
5945,2020-04-07,22427,84.0,90.0,0.004013020020510991
5946,2020-04-07,22427,85.0,39.0,0.0017389753422214296
5947,2020-04-08,21841,1.0,10711.0,0.4904079483540131
5948,2020-04-08,21841,2.0,7015.0,0.3211849274300627
5949,2020-04-08,21841,3.0,5147.0,0.23565770798040384
5950,2020-04-08,21841,4.0,4017.0,0.18392015017627397
5951,2020-04-08,21841,5.0,3341.0,0.15296918639256443
5952,2020-04-08,21841,6.0,2698.0,0.12352914243853304
5953,2020-04-08,21841,7.0,2397.0,0.10974772217389314
5954,2020-04-08,21841,8.0,2039.0,0.09335653129435466
5955,2020-04-08,21841,9.0,1845.0,0.08447415411382263
5956,2020-04-08,21841,10.0,1571.0,0.07192894098255574
5957,2020-04-08,21841,11.0,1465.0,0.06707568334783207
5958,2020-04-08,21841,12.0,1313.0,0.060116295041435834
5959,2020-04-08,21841,13.0,1205.0,0.05517146650794377
5960,2020-04-08,21841,14.0,1102.0,0.05045556522137265
5961,2020-04-08,21841,15.0,1013.0,0.04638066022618012
5962,2020-04-08,21841,16.0,941.0,0.04308410787051875
5963,2020-04-08,21841,17.0,930.0,0.042580467927292705
5964,2020-04-08,21841,18.0,825.0,0.037772995741953204
5965,2020-04-08,21841,19.0,810.0,0.03708621400119042
5966,2020-04-08,21841,20.0,721.0,0.03301130900599789
5967,2020-04-08,21841,21.0,657.0,0.030081040245410008
5968,2020-04-08,21841,22.0,635.0,0.029073760358957923
5969,2020-04-08,21841,23.0,624.0,0.02857012041573188
5970,2020-04-08,21841,24.0,565.0,0.025868778902064925
5971,2020-04-08,21841,25.0,554.0,0.025365138958838882
5972,2020-04-08,21841,26.0,531.0,0.02431207362300261
5973,2020-04-08,21841,27.0,503.0,0.02303008104024541
5974,2020-04-08,21841,28.0,479.0,0.021931230255024952
5975,2020-04-08,21841,29.0,462.0,0.021152877615493795
5976,2020-04-08,21841,30.0,399.0,0.018268394304290097
5977,2020-04-08,21841,31.0,412.0,0.01886360514628451
5978,2020-04-08,21841,32.0,386.0,0.017673183462295683
5979,2020-04-08,21841,33.0,361.0,0.01652854722769104
5980,2020-04-08,21841,34.0,351.0,0.016070692733849184
5981,2020-04-08,21841,35.0,350.0,0.016024907284464998
5982,2020-04-08,21841,36.0,319.0,0.01460555835355524
5983,2020-04-08,21841,37.0,314.0,0.014376631106634312
5984,2020-04-08,21841,38.0,310.0,0.014193489309097569
5985,2020-04-08,21841,39.0,277.0,0.012682569479419441
5986,2020-04-08,21841,40.0,282.0,0.01291149672634037
5987,2020-04-08,21841,41.0,261.0,0.01195000228927247
5988,2020-04-08,21841,42.0,272.0,0.012453642232498513
5989,2020-04-08,21841,43.0,265.0,0.012133144086809213
5990,2020-04-08,21841,44.0,253.0,0.011583718694198983
5991,2020-04-08,21841,45.0,247.0,0.011309005997893869
5992,2020-04-08,21841,46.0,225.0,0.010301726111441784
5993,2020-04-08,21841,47.0,188.0,0.008607664484226913
5994,2020-04-08,21841,48.0,216.0,0.009889657066984112
5995,2020-04-08,21841,49.0,197.0,0.009019733528684584
5996,2020-04-08,21841,50.0,189.0,0.008653449933611099
5997,2020-04-08,21841,51.0,177.0,0.00810402454100087
5998,2020-04-08,21841,52.0,175.0,0.008012453642232499
5999,2020-04-08,21841,53.0,172.0,0.007875097294079942
6000,2020-04-08,21841,54.0,167.0,0.007646170047159013
6001,2020-04-08,21841,55.0,166.0,0.007600384597774827
6002,2020-04-08,21841,56.0,156.0,0.00714253010393297
6003,2020-04-08,21841,57.0,151.0,0.006913602857012042
6004,2020-04-08,21841,58.0,137.0,0.006272606565633442
6005,2020-04-08,21841,59.0,148.0,0.006776246508859485
6006,2020-04-08,21841,60.0,142.0,0.0065015338125543705
6007,2020-04-08,21841,61.0,130.0,0.005952108419944141
6008,2020-04-08,21841,62.0,128.0,0.00586053752117577
6009,2020-04-08,21841,63.0,129.0,0.005906322970559956
6010,2020-04-08,21841,64.0,126.0,0.0057689666224073986
6011,2020-04-08,21841,65.0,123.0,0.0056316102742548415
6012,2020-04-08,21841,66.0,114.0,0.00521954122979717
6013,2020-04-08,21841,67.0,111.0,0.005082184881644613
6014,2020-04-08,21841,68.0,119.0,0.005448468476718099
6015,2020-04-08,21841,69.0,100.0,0.004578544938418571
6016,2020-04-08,21841,70.0,96.0,0.004395403140881828
6017,2020-04-08,21841,71.0,108.0,0.004944828533492056
6018,2020-04-08,21841,72.0,104.0,0.004761686735955313
6019,2020-04-08,21841,73.0,117.0,0.005356897577949727
6020,2020-04-08,21841,74.0,107.0,0.0048990430841078705
6021,2020-04-08,21841,75.0,100.0,0.004578544938418571
6022,2020-04-08,21841,76.0,102.0,0.004670115837186942
6023,2020-04-08,21841,77.0,99.0,0.004532759489034385
6024,2020-04-08,21841,78.0,105.0,0.004807472185339499
6025,2020-04-08,21841,79.0,98.0,0.004486974039650199
6026,2020-04-08,21841,80.0,99.0,0.004532759489034385
6027,2020-04-08,21841,81.0,89.0,0.004074904995192528
6028,2020-04-08,21841,82.0,86.0,0.003937548647039971
6029,2020-04-08,21841,83.0,96.0,0.004395403140881828
6030,2020-04-08,21841,84.0,61.0,0.002792912412435328
6031,2020-04-09,15070,1.0,7183.0,0.47664233576642334
6032,2020-04-09,15070,2.0,4878.0,0.32368944923689447
6033,2020-04-09,15070,3.0,3647.0,0.24200398142003982
6034,2020-04-09,15070,4.0,2881.0,0.1911745189117452
6035,2020-04-09,15070,5.0,2285.0,0.15162574651625746
6036,2020-04-09,15070,6.0,1985.0,0.13171864631718647
6037,2020-04-09,15070,7.0,1673.0,0.11101526211015263
6038,2020-04-09,15070,8.0,1490.0,0.09887193098871931
6039,2020-04-09,15070,9.0,1296.0,0.08599867285998673
6040,2020-04-09,15070,10.0,1161.0,0.07704047777040478
6041,2020-04-09,15070,11.0,1019.0,0.06761778367617784
6042,2020-04-09,15070,12.0,939.0,0.062309223623092234
6043,2020-04-09,15070,13.0,877.0,0.058195089581950896
6044,2020-04-09,15070,14.0,798.0,0.05295288652952886
6045,2020-04-09,15070,15.0,755.0,0.05009953550099536
6046,2020-04-09,15070,16.0,671.0,0.04452554744525548
6047,2020-04-09,15070,17.0,628.0,0.041672196416721964
6048,2020-04-09,15070,18.0,596.0,0.03954877239548772
6049,2020-04-09,15070,19.0,558.0,0.03702720637027206
6050,2020-04-09,15070,20.0,477.0,0.03165228931652289
6051,2020-04-09,15070,21.0,486.0,0.03224950232249502
6052,2020-04-09,15070,22.0,484.0,0.032116788321167884
6053,2020-04-09,15070,23.0,429.0,0.02846715328467153
6054,2020-04-09,15070,24.0,448.0,0.029727936297279364
6055,2020-04-09,15070,25.0,413.0,0.027405441274054414
6056,2020-04-09,15070,26.0,385.0,0.025547445255474453
6057,2020-04-09,15070,27.0,366.0,0.024286662242866623
6058,2020-04-09,15070,28.0,376.0,0.02495023224950232
6059,2020-04-09,15070,29.0,328.0,0.02176509621765096
6060,2020-04-09,15070,30.0,307.0,0.020371599203715993
6061,2020-04-09,15070,31.0,323.0,0.021433311214333114
6062,2020-04-09,15070,32.0,299.0,0.01984074319840743
6063,2020-04-09,15070,33.0,261.0,0.01731917717319177
6064,2020-04-09,15070,34.0,273.0,0.01811546118115461
6065,2020-04-09,15070,35.0,258.0,0.017120106171201063
6066,2020-04-09,15070,36.0,250.0,0.0165892501658925
6067,2020-04-09,15070,37.0,243.0,0.01612475116124751
6068,2020-04-09,15070,38.0,218.0,0.014465826144658262
6069,2020-04-09,15070,39.0,225.0,0.014930325149303252
6070,2020-04-09,15070,40.0,208.0,0.013802256138022561
6071,2020-04-09,15070,41.0,217.0,0.014399469143994691
6072,2020-04-09,15070,42.0,205.0,0.013603185136031851
6073,2020-04-09,15070,43.0,171.0,0.011347047113470472
6074,2020-04-09,15070,44.0,187.0,0.012408759124087591
6075,2020-04-09,15070,45.0,164.0,0.01088254810882548
6076,2020-04-09,15070,46.0,173.0,0.01147976111479761
6077,2020-04-09,15070,47.0,169.0,0.011214333112143331
6078,2020-04-09,15070,48.0,160.0,0.010617120106171201
6079,2020-04-09,15070,49.0,156.0,0.010351692103516922
6080,2020-04-09,15070,50.0,141.0,0.009356337093563372
6081,2020-04-09,15070,51.0,134.0,0.00889183808891838
6082,2020-04-09,15070,52.0,137.0,0.00909090909090909
6083,2020-04-09,15070,53.0,140.0,0.0092899800928998
6084,2020-04-09,15070,54.0,140.0,0.0092899800928998
6085,2020-04-09,15070,55.0,138.0,0.009157266091572662
6086,2020-04-09,15070,56.0,119.0,0.00789648307896483
6087,2020-04-09,15070,57.0,138.0,0.009157266091572662
6088,2020-04-09,15070,58.0,134.0,0.00889183808891838
6089,2020-04-09,15070,59.0,126.0,0.008360982083609822
6090,2020-04-09,15070,60.0,117.0,0.007763769077637691
6091,2020-04-09,15070,61.0,117.0,0.007763769077637691
6092,2020-04-09,15070,62.0,119.0,0.00789648307896483
6093,2020-04-09,15070,63.0,107.0,0.0071001990710019905
6094,2020-04-09,15070,64.0,117.0,0.007763769077637691
6095,2020-04-09,15070,65.0,101.0,0.0067020570670205705
6096,2020-04-09,15070,66.0,116.0,0.0076974120769741205
6097,2020-04-09,15070,67.0,103.0,0.006834771068347711
6098,2020-04-09,15070,68.0,111.0,0.007365627073656271
6099,2020-04-09,15070,69.0,92.0,0.0061048440610484405
6100,2020-04-09,15070,70.0,102.0,0.006768414067684141
6101,2020-04-09,15070,71.0,95.0,0.0063039150630391505
6102,2020-04-09,15070,72.0,96.0,0.006370272063702721
6103,2020-04-09,15070,73.0,94.0,0.00623755806237558
6104,2020-04-09,15070,74.0,91.0,0.00603848706038487
6105,2020-04-09,15070,75.0,94.0,0.00623755806237558
6106,2020-04-09,15070,76.0,86.0,0.0057067020570670205
6107,2020-04-09,15070,77.0,81.0,0.005374917053749171
6108,2020-04-09,15070,78.0,88.0,0.00583941605839416
6109,2020-04-09,15070,79.0,97.0,0.00643662906436629
6110,2020-04-09,15070,80.0,77.0,0.0051094890510948905
6111,2020-04-09,15070,81.0,78.0,0.005175846051758461
6112,2020-04-09,15070,82.0,73.0,0.00484406104844061
6113,2020-04-09,15070,83.0,30.0,0.0019907100199071004
6114,2020-04-10,26943,1.0,12993.0,0.48224028504620864
6115,2020-04-10,26943,2.0,8542.0,0.31703967635378394
6116,2020-04-10,26943,3.0,6277.0,0.23297331403332963
6117,2020-04-10,26943,4.0,4891.0,0.18153138106372713
6118,2020-04-10,26943,5.0,4036.0,0.14979772111494638
6119,2020-04-10,26943,6.0,3448.0,0.1279738707642059
6120,2020-04-10,26943,7.0,2975.0,0.11041829046505586
6121,2020-04-10,26943,8.0,2592.0,0.0962030954236722
6122,2020-04-10,26943,9.0,2287.0,0.08488290093901942
6123,2020-04-10,26943,10.0,1991.0,0.07389674498014326
6124,2020-04-10,26943,11.0,1819.0,0.06751289759863416
6125,2020-04-10,26943,12.0,1682.0,0.06242808892847864
6126,2020-04-10,26943,13.0,1536.0,0.057009241732546484
6127,2020-04-10,26943,14.0,1397.0,0.05185020227888505
6128,2020-04-10,26943,15.0,1313.0,0.048732509371636416
6129,2020-04-10,26943,16.0,1209.0,0.04487250862932858
6130,2020-04-10,26943,17.0,1121.0,0.04160635415506811
6131,2020-04-10,26943,18.0,1022.0,0.03793193037152507
6132,2020-04-10,26943,19.0,945.0,0.03507404520654715
6133,2020-04-10,26943,20.0,944.0,0.03503692981479419
6134,2020-04-10,26943,21.0,876.0,0.03251308317559292
6135,2020-04-10,26943,22.0,829.0,0.0307686597632038
6136,2020-04-10,26943,23.0,756.0,0.028059236165237724
6137,2020-04-10,26943,24.0,720.0,0.026723082062131167
6138,2020-04-10,26943,25.0,675.0,0.025052889433247967
6139,2020-04-10,26943,26.0,631.0,0.02341981219611773
6140,2020-04-10,26943,27.0,597.0,0.022157888876517092
6141,2020-04-10,26943,28.0,593.0,0.022009427309505253
6142,2020-04-10,26943,29.0,566.0,0.02100731173217533
6143,2020-04-10,26943,30.0,543.0,0.020153657721857253
6144,2020-04-10,26943,31.0,511.0,0.018965965185762535
6145,2020-04-10,26943,32.0,469.0,0.017407118732138217
6146,2020-04-10,26943,33.0,460.0,0.017073080206361578
6147,2020-04-10,26943,34.0,468.0,0.017370003340385257
6148,2020-04-10,26943,35.0,463.0,0.017184426381620457
6149,2020-04-10,26943,36.0,410.0,0.01521731061871358
6150,2020-04-10,26943,37.0,387.0,0.014363656608395501
6151,2020-04-10,26943,38.0,371.0,0.013769810340348142
6152,2020-04-10,26943,39.0,381.0,0.014140964257877742
6153,2020-04-10,26943,40.0,342.0,0.012693463979512303
6154,2020-04-10,26943,41.0,327.0,0.012136733103217905
6155,2020-04-10,26943,42.0,318.0,0.011802694577441266
6156,2020-04-10,26943,43.0,330.0,0.012248079278476784
6157,2020-04-10,26943,44.0,280.0,0.010392309690828787
6158,2020-04-10,26943,45.0,262.0,0.009724232639275507
6159,2020-04-10,26943,46.0,266.0,0.009872694206287348
6160,2020-04-10,26943,47.0,250.0,0.009278847938239989
6161,2020-04-10,26943,48.0,262.0,0.009724232639275507
6162,2020-04-10,26943,49.0,279.0,0.010355194299075826
6163,2020-04-10,26943,50.0,245.0,0.009093270979475189
6164,2020-04-10,26943,51.0,229.0,0.008499424711427828
6165,2020-04-10,26943,52.0,232.0,0.008610770886686709
6166,2020-04-10,26943,53.0,224.0,0.00831384775266303
6167,2020-04-10,26943,54.0,206.0,0.007645770701109751
6168,2020-04-10,26943,55.0,232.0,0.008610770886686709
6169,2020-04-10,26943,56.0,228.0,0.00846230931967487
6170,2020-04-10,26943,57.0,229.0,0.008499424711427828
6171,2020-04-10,26943,58.0,203.0,0.00753442452585087
6172,2020-04-10,26943,59.0,183.0,0.006792116690791671
6173,2020-04-10,26943,60.0,183.0,0.006792116690791671
6174,2020-04-10,26943,61.0,202.0,0.0074973091340979105
6175,2020-04-10,26943,62.0,196.0,0.007274616783580151
6176,2020-04-10,26943,63.0,177.0,0.006569424340273911
6177,2020-04-10,26943,64.0,179.0,0.006643655123779832
6178,2020-04-10,26943,65.0,164.0,0.006086924247485432
6179,2020-04-10,26943,66.0,181.0,0.0067178859072857516
6180,2020-04-10,26943,67.0,148.0,0.005493077979438073
6181,2020-04-10,26943,68.0,159.0,0.005901347288720633
6182,2020-04-10,26943,69.0,151.0,0.0056044241546969525
6183,2020-04-10,26943,70.0,158.0,0.005864231896967672
6184,2020-04-10,26943,71.0,150.0,0.005567308762943993
6185,2020-04-10,26943,72.0,138.0,0.005121924061908473
6186,2020-04-10,26943,73.0,128.0,0.004750770144378874
